ID,BoroCode,Borough,CD,CDName,TaxBlock,TaxLot,FacName,FacAddress,ZipCode,FacType,FT_Decode,FT_Report,FT_Map,GroupType,GroupType_Decode,NewGroupType,NewGroupType_Decode,NewSgroup,NewSgroup_Decode,NewFacType,NewFT_Decode,Sgroup,Sgroup_Decode,Capacity,CapType,CT_Decode,CT_Report,Acreage,PKtoG8,G9toG12,AgencyOper,NewAgencyOper_Decode,AgencyOper_Report,AgencyOver,NewAgencyOver_Decode,AgencyOver_Report,CT2010,Tract2010,CouncilDis,SchoolDist,PolicePrct,HealthArea,BBL,XCoord,YCoord,SvcArea,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip
1.03E+13,4,QN,410,QUEENS COMMUNITY DISTRICT 10,14009,60,PS 207 ROCKWOOD PARK,159-15 88 St,11414,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,753,1,Day Care or Head Start Center Capacity,Children,,753,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,892,892,32,27,106,3611,4140090060,1027565,178944,L,40.65798248,-73.84420045,1,rooftop,159-015,88th St,Howard Beach,NY,Queens County,11414
1.03E+13,4,QN,406,QUEENS COMMUNITY DISTRICT 6,2218,21,ACAD FOR EXCELLENCE-ARTS (THE),108-55 69 Ave,11375,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,203,1,Day Care or Head Start Center Capacity,Children,,203,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,739,739,29,28,112,1920,4022180021,1027480,203738,L,40.72560612,-73.84394648,1,rooftop,108-055,69th Ave,Forest Hills,NY,Queens County,11375
1.03E+13,4,QN,409,QUEENS COMMUNITY DISTRICT 9,9288,101,PS 273,88-07 102 St,11418,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,256,1,Day Care or Head Start Center Capacity,Children,,256,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,28,28,32,27,102,2600,4092880101,1027429,192021,L,40.69358773,-73.84446692,1,rooftop,88-007,102nd St,Richmond Hill,NY,Queens County,11418
1.03E+13,2,BX,212,BRONX COMMUNITY DISTRICT 12,4905,500,PS 112 BRONXWOOD,1925 Schieffelin Ave,10466,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,444,1,Day Care or Head Start Center Capacity,Children,,444,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,458,458,12,11,47,710,2049050500,1027364,261689,L,40.88487466,-73.84367611,1,rooftop,1925,Schieffelin Ave,Bronx,NY,Bronx County,10466
1.03E+13,4,QN,409,QUEENS COMMUNITY DISTRICT 9,9183,1,PS 66 JACQUELINE KENNEDY-ONASSIS,85-11 102 St,11418,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,533,1,Day Care or Head Start Center Capacity,Children,,533,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,24,24,32,27,102,2600,4091830001,1026914,193592,L,40.69791333,-73.84631002,1,rooftop,85-011,102nd St,Richmond Hill,NY,Queens County,11418
1.03E+13,2,BX,212,BRONX COMMUNITY DISTRICT 12,5018,1,PS 87,1935 Bussing Ave,10466,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,631,1,Day Care or Head Start Center Capacity,Children,,631,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,428,428,12,11,47,520,2050180001,1026773,265663,L,40.89536294,-73.84582464,1,rooftop,1935,Bussing Ave,Bronx,NY,Bronx County,10466
1.03E+13,4,QN,410,QUEENS COMMUNITY DISTRICT 10,9155,25,PS 63 OLD SOUTH,90-15 Sutter Ave,11417,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,1323,1,Day Care or Head Start Center Capacity,Children,,1323,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,54,54,32,27,106,3000,4091550025,1026743,185949,L,40.67662921,-73.84680275,1,rooftop,90-015,Sutter Ave,Ozone Park,NY,Queens County,11417
1.03E+13,2,BX,210,BRONX COMMUNITY DISTRICT 10,3834,70,PS/MS 194,2365 Waterbury Ave,10462,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,1406,1,Day Care or Head Start Center Capacity,Children,,1404,2,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,96,96,18,11,45,1320,2038340070,1026741,243660,L,40.83497945,-73.84651952,1,rooftop,2365,Waterbury Ave,Bronx,NY,Bronx County,10462
1.03E+13,2,BX,211,BRONX COMMUNITY DISTRICT 11,4474,1,PS 97,1375 Mace Ave,10469,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,742,1,Day Care or Head Start Center Capacity,Children,,742,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,314,314,13,11,49,820,2044740001,1026633,253920,L,40.86307159,-73.84694698,1,rooftop,1375,Mace Ave,Bronx,NY,Bronx County,10469
1.03E+13,4,QN,409,QUEENS COMMUNITY DISTRICT 9,9177,23,ROSA PARKS SCHOOL (THE),84-40 101 St,11418,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,647,1,Day Care or Head Start Center Capacity,Children,,647,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,24,24,32,27,102,2600,4091770023,1026432,193317,L,40.69710967,-73.84781392,1,rooftop,84-040,101st St,Richmond Hill,NY,Queens County,11418
1.03E+13,4,QN,409,QUEENS COMMUNITY DISTRICT 9,8975,100,NEW YORK CITY ACADEMY FOR DISCOVERY,95-16 89 Ave,11421,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,478,1,Day Care or Head Start Center Capacity,Children,,478,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,20,20,32,27,102,2600,4089750100,1026242,191238,L,40.69170733,-73.84860442,1,rooftop,95-016,89th Ave,Woodhaven,NY,Queens County,11421
1.03E+13,2,BX,209,BRONX COMMUNITY DISTRICT 9,3817,1,PS 36 UNIONPORT,1070 Castle Hill Ave,10472,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,701,1,Day Care or Head Start Center Capacity,Children,,701,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,78,78,18,8,43,3100,2038170001,1025810,241510,L,40.82941811,-73.85025767,1,rooftop,1070,Castle Hill Ave,Bronx,NY,Bronx County,10472
1.03E+13,4,QN,410,QUEENS COMMUNITY DISTRICT 10,11445,1,PS 232 LINDENWOOD,153-23 83 St,11414,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,1065,1,Day Care or Head Start Center Capacity,Children,,1065,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,62.02,6202,32,27,106,3000,4114450001,1025691,181738,L,40.66584959,-73.85102722,1,rooftop,153-023,83rd St,Howard Beach,NY,Queens County,11414
1.03E+13,2,BX,211,BRONX COMMUNITY DISTRICT 11,4526,1,PS 121 THROOP,2750 Throop Ave,10469,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,1005,1,Day Care or Head Start Center Capacity,Children,,1005,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,348,348,13,11,49,820,2045260001,1025595,254998,L,40.86699552,-73.85080148,1,rooftop,2750,Throop Ave,Bronx,NY,Bronx County,10469
1.03E+13,2,BX,212,BRONX COMMUNITY DISTRICT 12,4719,1,PS 78 ANNE HUTCHINSON,1400 Needham Ave,10469,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,788,1,Day Care or Head Start Center Capacity,Children,,788,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,386,386,12,11,47,620,2047190001,1025574,259364,L,40.8786517,-73.85070973,1,rooftop,1400,Needham Ave,Bronx,NY,Bronx County,10469
1.03E+13,4,QN,406,QUEENS COMMUNITY DISTRICT 6,2128,14,PS 175 THE LYNN GROSS DISCOVERY,64-35 102 St,11374,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,734,1,Day Care or Head Start Center Capacity,Children,,734,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,721,721,29,28,112,1910,4021280014,1025211,205640,L,40.73101278,-73.85321733,1,range_interpolation,64-035,102nd St,Rego Park,NY,Queens County,11374
1.03E+13,4,QN,406,QUEENS COMMUNITY DISTRICT 6,3212,1,PS 144 COL JEROMUS REMSEN,93-02 69 Ave,11375,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,808,1,Day Care or Head Start Center Capacity,Children,,808,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,729,729,29,28,112,1920,4032120001,1025168,199764,L,40.71522449,-73.85293398,1,rooftop,93-002,69th Ave,Forest Hills,NY,Queens County,11375
1.03E+13,4,QN,406,QUEENS COMMUNITY DISTRICT 6,2143,1,PS 220 EDWARD MANDEL,62-10 108 St,11375,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,684,1,Day Care or Head Start Center Capacity,Children,,684,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,745,745,29,28,112,1910,4021430001,1025091,207569,L,40.73650001,-73.85184549,1,rooftop,62-010,108th St,Forest Hills,NY,Queens County,11375
1.03E+13,4,QN,409,QUEENS COMMUNITY DISTRICT 9,8929,58,PS 60 WOODHAVEN,91-02 88 Ave,11421,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,1286,1,Day Care or Head Start Center Capacity,Children,,1286,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,18,18,32,27,102,2500,4089290058,1025068,191229,L,40.69196677,-73.85296411,1,rooftop,91-002,88th Ave,Woodhaven,NY,Queens County,11421
1.03E+13,2,BX,211,BRONX COMMUNITY DISTRICT 11,4275,1,PS 108 PHILIP J ABINANTI,1166 Neill Ave,10461,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,587,1,Day Care or Head Start Center Capacity,Children,,587,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,288,288,13,11,49,1410,2042750001,1024988,250541,L,40.85467812,-73.85286704,1,rooftop,1166,Neill Ave,Bronx,NY,Bronx County,10461
1.03E+13,2,BX,209,BRONX COMMUNITY DISTRICT 9,3609,16,PS 138 SAMUEL RANDALL,2060 Lafayette Ave,10473,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,840,1,Day Care or Head Start Center Capacity,Children,,840,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,74,74,18,8,43,3100,2036090016,1024892,238893,L,40.82242031,-73.85346463,1,rooftop,2060,Lafayette Ave,Bronx,NY,Bronx County,10473
1.03E+13,2,BX,209,BRONX COMMUNITY DISTRICT 9,3948,55,LINDEN TREE ELEMENTARY SCHOOL,1560 Purdy St,10462,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,97,1,Day Care or Head Start Center Capacity,Children,,97,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,222,222,18,11,43,1310,2039480055,1024869,244894,L,40.83813157,-73.85340623,1,rooftop,1560,Purdy St,Bronx,NY,Bronx County,10462
1.03E+13,4,QN,414,QUEENS COMMUNITY DISTRICT 14,16257,1,PS/MS 114 BELLE HARBOR,134-01 Cronston Ave,11694,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,666,1,Day Care or Head Start Center Capacity,Children,,664,2,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,928,928,32,27,100,3700,4162570001,1024707,149736,L,40.57804405,-73.85459581,1,rooftop,134-001,Cronston Ave,Rockaway Park,NY,Queens County,11694
1.03E+13,4,QN,404,QUEENS COMMUNITY DISTRICT 4,2003,23,PS 28 THM EMAN EARLY CHILD CTR,109-10 47 Ave,11368,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,553,1,Day Care or Head Start Center Capacity,Children,,553,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,415,415,21,24,110,1500,4020030023,1024629,211468,L,40.74712808,-73.8543787,1,rooftop,109-010,47th Ave,Corona,NY,Queens County,11368
1.03E+13,4,QN,404,QUEENS COMMUNITY DISTRICT 4,1954,37,PS 14 FAIRVIEW,107-01 Otis Ave,11368,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,1675,1,Day Care or Head Start Center Capacity,Children,,1675,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,439,439,21,24,110,1500,4019540037,1024581,209290,L,40.74084603,-73.8541913,1,rooftop,107-001,Otis Ave,Corona,NY,Queens County,11368
1.03E+13,2,BX,212,BRONX COMMUNITY DISTRICT 12,5076,31,PS 16 WAKEFIELD,4550 Carpenter Ave,10470,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,562,1,Day Care or Head Start Center Capacity,Children,,561,1,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,414,414,11,11,47,510,2050760031,1024545,268047,L,40.90236973,-73.85454648,1,rooftop,4550,Carpenter Ave,Bronx,NY,Bronx County,10470
1.03E+13,2,BX,209,BRONX COMMUNITY DISTRICT 9,3946,7,PS 106 PARKCHESTER,2120 St Raymond's Ave,10462,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,1233,1,Day Care or Head Start Center Capacity,Children,,1233,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,222,222,18,11,43,1310,2039460007,1024421,244242,L,40.842729,-73.854703,0.67,place,,,Bronx,NY,Bronx County,10462
1.03E+13,4,QN,409,QUEENS COMMUNITY DISTRICT 9,9053,14,PS 64 JOSEPH P ADDABBO,82-01 101 Ave,11416,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,645,1,Day Care or Head Start Center Capacity,Children,,645,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,42,42,32,27,102,3000,4090530014,1023925,187748,L,40.68190046,-73.85677574,1,rooftop,82-001,101st Ave,Ozone Park,NY,Queens County,11416
1.03E+13,2,BX,209,BRONX COMMUNITY DISTRICT 9,3564,1,PS 182,601 Stickball Blvd,10473,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,975,1,Day Care or Head Start Center Capacity,Children,,975,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,16,16,18,8,43,3030,2035640001,1023837,237665,L,40.820018,-73.85671,1,range_interpolation,601,Stickball Blvd,Bronx,NY,Bronx County,10473
1.03E+13,2,BX,209,BRONX COMMUNITY DISTRICT 9,3789,21,PS 119,1075 Pugsley Ave,10472,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,1031,1,Day Care or Head Start Center Capacity,Children,,1031,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,40.01,4001,18,8,43,3020,2037890021,1023715,241145,L,40.8286735,-73.85686246,1,rooftop,1075,Pugsley Ave,Bronx,NY,Bronx County,10472
1.03E+13,2,BX,211,BRONX COMMUNITY DISTRICT 11,4091,1,PS/MS 498 VAN NEST ACADEMY,1640 Bronxdale Ave,10462,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,514,1,Day Care or Head Start Center Capacity,Children,,513,1,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,244,244,13,11,49,1220,2040910001,1023539,247172,L,40.8448984,-73.85815051,1,rooftop,1640,Bronxdale Ave,Bronx,NY,Bronx County,10462
1.03E+13,4,QN,403,QUEENS COMMUNITY DISTRICT 3,1725,1,PS 143 LOUIS ARMSTRONG,110-02 Northern Blvd,11368,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,1836,1,Day Care or Head Start Center Capacity,Children,,1836,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,381,381,21,24,115,1100,4017250001,1023334,215328,L,40.75772539,-73.8592866,1,rooftop,110-02,Northern Blvd,Corona,NY,Queens County,11368
1.03E+13,4,QN,403,QUEENS COMMUNITY DISTRICT 3,1725,1,PS 330,110-08 Northern Blvd,11368,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,379,1,Day Care or Head Start Center Capacity,Children,,379,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,381,381,21,24,115,1100,4017250001,1023334,215328,L,40.75787971,-73.85946198,1,range_interpolation,110-008,Northern Blvd,Corona,NY,Queens County,11368
1.03E+13,2,BX,211,BRONX COMMUNITY DISTRICT 11,4125,1,PS 83 DONALD HERTZ,950 Rhinelander Ave,10462,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,1680,1,Day Care or Head Start Center Capacity,Children,,1675,5,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,244,244,13,11,49,1220,2041250001,1023323,248687,L,40.84932845,-73.85887235,1,rooftop,950,Rhinelander Ave,Bronx,NY,Bronx County,10462
1.03E+13,2,BX,211,BRONX COMMUNITY DISTRICT 11,4444,16,PS 89,980 Mace Ave,10469,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,1406,1,Day Care or Head Start Center Capacity,Children,,1404,2,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,324,324,13,11,49,820,2044440016,1023181,253533,L,40.86284815,-73.85923836,1,rooftop,980,Mace Ave,Bronx,NY,Bronx County,10469
1.03E+13,2,BX,212,BRONX COMMUNITY DISTRICT 12,4839,39,PS 21 PHILIP H SHERIDAN,715 E 225 St,10466,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,688,1,Day Care or Head Start Center Capacity,Children,,688,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,406,406,12,11,47,610,2048390039,1023120,262791,L,40.88766359,-73.85972927,1,rooftop,715,E 225th St,Bronx,NY,Bronx County,10466
1.03E+13,4,QN,409,QUEENS COMMUNITY DISTRICT 9,8855,20,PS 97 FOREST PARK,85-52 85 St,11421,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,696,1,Day Care or Head Start Center Capacity,Children,,696,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,12,12,32,27,102,2500,4088550020,1023066,192236,L,40.69427805,-73.85978118,1,rooftop,85-052,85th St,Woodhaven,NY,Queens County,11421
1.03E+13,4,QN,404,QUEENS COMMUNITY DISTRICT 4,1985,1,PS 16 THE NANCY DEBENEDITTIS SCHOOL,41-15 104 St,11368,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,1730,1,Day Care or Head Start Center Capacity,Children,,1730,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,403,403,21,24,110,1100,4019850001,1022889,212186,L,40.74885671,-73.86094519,1,rooftop,41-015,104th St,Corona,NY,Queens County,11368
1.03E+13,2,BX,209,BRONX COMMUNITY DISTRICT 9,3524,20,PS 69 JOURNEY PREP SCHOOL,560 Theriot Ave,10473,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,575,1,Day Care or Head Start Center Capacity,Children,,575,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,16,16,18,8,43,3030,2035240020,1022880,236853,L,40.8168351,-73.86076702,1,rooftop,560,Thieriot Ave,Bronx,NY,Bronx County,10473
1.03E+13,4,QN,406,QUEENS COMMUNITY DISTRICT 6,2083,123,PS 206 THE HORACE HARDING SCHOOL,61-02 98 St,11374,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,605,1,Day Care or Head Start Center Capacity,Children,,605,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,717.02,71702,29,28,112,1910,4020830123,1022779,206747,L,40.73419136,-73.86069268,1,rooftop,61-002,98th St,Rego Park,NY,Queens County,11374
1.03E+13,2,BX,211,BRONX COMMUNITY DISTRICT 11,4552,10,PS 76 THE BENNINGTON SCHOOL,900 Adee Ave,10469,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,1048,1,Day Care or Head Start Center Capacity,Children,,1048,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,342,342,12,11,49,820,2045520010,1022713,255930,L,40.86865249,-73.86117069,1,rooftop,900,Adee Ave,Bronx,NY,Bronx County,10469
1.03E+13,4,QN,406,QUEENS COMMUNITY DISTRICT 6,3134,24,PS 174 WILLIAM SIDNEY MOUNT,65-10 Dieterle Cres,11374,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,671,1,Day Care or Head Start Center Capacity,Children,,671,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,697.02,69702,29,28,112,1930,4031340024,1022666,201832,L,40.72081847,-73.86136909,1,rooftop,65-010,Dieterle Cres,Rego Park,NY,Queens County,11374
1.03E+13,4,QN,405,QUEENS COMMUNITY DISTRICT 5,3846,40,PS/IS 113 ANTHONY J PRANZO,78-23 87 St,11385,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,964,1,Day Care or Head Start Center Capacity,Children,,963,1,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,637,637,30,24,104,1810,4038460040,1022624,196323,L,40.70524265,-73.86193536,1,rooftop,78-023,87th St,Ridgewood,NY,Queens County,11385
1.03E+13,2,BX,212,BRONX COMMUNITY DISTRICT 12,4823,1,PS 103 HECTOR FONTANEZ,4125 Carpenter Ave,10466,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,1125,1,Day Care or Head Start Center Capacity,Children,,1125,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,420,420,12,11,47,510,2048230001,1022422,264358,L,40.8922453,-73.86162224,1,rooftop,4125,Carpenter Ave,Bronx,NY,Bronx County,10466
